id,stevilo_strani,jezik,izdajatelj,drzava,opis
78142155548,216,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Framed for the brutal murders of his classmates by the mysterious Red Man, middle-school student Ganta Igarashii finds himself sentenced to death in the bizarre and fatal theme park/prison known as Deadman Wonderland. The inmates of this insane penitentiary fight for survival every day to provide entertainment for the masses. Ganta is determined to survive Deadman Wonderland and clear his name, but the price may be his soul..."
78142155564,576,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            A seminal series from a legendary creator. Dragon Ball, a wry update on the Chinese Monkey King myth, introduces us to Son Goku, a young monkey-tailed boy whose quiet life is turned upside-down when he meets Bulma, a girl determined to collect the seven Dragon Balls. If she gathers them all, an incredibly powerful dragon will appear and grant her one wish. But the precious orbs are scattered all over the world, and to get them she needs the help of a certain super-strong boy..."
78142155565,576,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            A seminal series from a legendary creator. Dragon Ball, a wry update on the Chinese Monkey King myth, introduces us to Son Goku, a young monkey-tailed boy whose quiet life is turned upside-down when he meets Bulma, a girl determined to collect the seven Dragon Balls. If she gathers them all, an incredibly powerful dragon will appear and grant her one wish. But the precious orbs are scattered all over the world, and to get them she needs the help of a certain super-strong boy..."
78142155799,192,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            It's hate at first sight... rather a knee-to-the-head at first sight when Raku Ichijo meets Chitoge Kirisaki! Unfortunately, Raku's gangster father arranges a false love match with their rival's daughter, who just so happens to be Chitoge! However, Raku's searching for his childhood sweetheart from ten years ago, with a pendant around his neck as a memento, and he can't even remember her name or face!"
78142155887,208,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            The time has come for the Hunter Association to choose a new chairman, but it's shaping up to be anything but a clean election. While the world's Hunters descend into dirty politics, Gon remains hospitalized in critical condition. Killua knows of a way to save him, but it will mean facing his deadly family of assassins...and the deadliest and strangest of them all, Killua's little sibling Alluka..."
78142155912,208,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            As the Hunter elections reach the moment of decision, Killua closes in on the hospital where Gon lies in a coma. Can he and his terrifyingly powerful sister Alluka reach Gon in time? If they do, Gon will have a chance to fulfill the dream that drove him to become a Hunter in the first place: reuniting with his father, Ging!"
78142156074,4720,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            As a child, Monkey D. Luffy dreamed of becoming King of the Pirates. But his life changed when he accidentally ate the Gum-Gum Fruit, an enchanted Devil Fruit that gave him the ability to stretch like rubber. The only drawback - He'll never be able to swim again - a serious handicap for an aspiring sea dog! Years later, Luffy sets off on his quest to find the One Piece, said to be the greatest treasure in the world... <br />"
78142156132,648,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Kurozu-cho, a small fogbound town on the coast of Japan, is cursed. According to Shuichi Saito, the withdrawn boyfriend of teenager Kirie Goshima, their town is haunted not by a person or being but by a pattern: uzumaki, the spiral, the hypnotic secret shape of the world. It manifests itself in everything from seashells and whirlpools in water to the spiral marks on people's bodies, the insane obsessions of Shuichi's father and the voice from the cochlea in our inner ear. As the madness spreads, the inhabitants of Kurozu-cho are pulled ever deeper into a whirlpool from which there is no return!"
78142156410,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Framed for the brutal murders of his classmates by the mysterious Red Man, middle-school student Ganta Igarashii finds himself sentenced to death in the bizarre and fatal theme park/prison known as Deadman Wonderland. The inmates of this insane penitentiary fight for survival every day to provide entertainment for the masses. Ganta is determined to survive Deadman Wonderland and clear his name, but the price may be his soul...<br />"
78142156411,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ganta enters the Carnival Corpse, a battle between two Branch of Sin users. Ganta's next opponent is a timid girl; can he even take her on? Meanwhile, deep in the bowels of the prison, the warden stands face to face with the Red Man. Who really murdered Ganta's friends?"
78142156412,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ganta is recruited into the Scar Chain, an antiestablishment group planning a mass prison escape. After a brief meeting with Shiro, he stands at a crossroads, but Nagi persuades him to take part in the escape. However, a traitor has already leaked the plan to the Undertakers, a unit specially formed to stamp out the rebels."
78142156417,180,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Framed for the brutal murders of his classmates by the mysterious Red Man, middle school student Ganta Igarashi finds himself sentenced to death and sent to the bizarre and fatal theme park/prison that has risen from the ruins of the Great Tokyo Earthquake - a hell on earth known as Deadman Wonderland. <br />"
78142156461,216,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Nothing about Saitama passes the eyeball test when it comes to superheroes, from his lifeless expression to his bald head to his unimpressive physique. However, this average-looking guy has a not-so-average problem - he just can't seem to find an opponent strong enough to take on! For three years, Saitama has defeated countless monsters, but no one knows about him... That's because he isn't in the Hero Association's registry! Together with Genos, Saitama decides to take the Hero Association's test! But can they pass?!"
78142156535,176,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States",                            A blood-spattered battle between diabolical sorcerers and the monsters they created.<br />
78142156536,184,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States",                            A blood-spattered battle between diabolical sorcerers and the monsters they created.<br />
78142156537,216,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States",                            A blood-spattered battle between diabolical sorcerers and the monsters they created.<br />
78142156597,224,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Another in the popular line of Studio Ghibli artbooks, which include interviews with and concept sketches by the director of classics such as Spirited Away and My Neighbor Totoro, as well as finished animation cels from the movie. <br />"
78142156909,438,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Johan is a cold and calculating killer with a mysterious past, and brilliant Dr. Kenzo Tenma is the only one who can stop him! Conspiracy and serial murder open the door to a compelling, intricately woven plot in this masterwork of suspense. <br />"
78142156911,406,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Johan is a cold and calculating killer with a mysterious past, and brilliant Dr. Kenzo Tenma is the only one who can stop him! Conspiracy and serial murder open the door to a compelling, intricately woven plot in this masterwork of suspense. <br />"
78142156912,416,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Johan is a cold and calculating killer with a mysterious past, and brilliant Dr. Kenzo Tenma is the only one who can stop him! Conspiracy and serial murder open the door to a compelling, intricately woven plot in this masterwork of suspense. <br />"
78142156913,432,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Johan is a cold and calculating killer with a mysterious past, and brilliant Dr. Kenzo Tenma is the only one who can stop him! Conspiracy and serial murder open the door to a compelling, intricately woven plot in this masterwork of suspense."
78142156920,216,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States",                            A manga series that packs quite the punch! <br />
78142156945,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            As a child, Monkey D. Luffy dreamed of becoming King of the Pirates. But his life changed when he accidentally gained the power to stretch like rubber...at the cost of never being able to swim again! Years, later, Luffy sets off in search of the One Piece, said to be the greatest treasure in the world... <br />"
78142156954,216,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Nothing about Saitama passes the eyeball test when it comes to superheroes, from his lifeless expression to his bald head to his unimpressive physique. However, this average-looking guy has a not-so-average problem-he just can't seem to find an opponent strong enough to take on! <br />"
78142157150,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            After a catastrophic epidemic kills every adult on earth, vampires arise from the shadows to enslave the remaining human population. Yuichiro escapes from captivity and joins the Japanese Imperial Demon Army. But before he's allowed to fight vampires, he has to complete his first, terrifying mission - make new friends with his fellow aspiring monster slayers! <br />"
78142157151,208,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            After a catastrophic epidemic kills every adult on earth, vampires arise from the shadows to enslave the remaining human population. Yuichiro escapes from captivity and joins the Japanese Imperial Demon Army. But before he's allowed to fight vampires, he has to complete his first, terrifying mission - make new friends with his fellow aspiring monster slayers! <br />"
78142157153,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            After trumpets of the apocalypse proclaim the fall of humanity, vampires arise from the shadows to rule the earth. Yuichiro wants just one thing - to get revenge by killing each and every vampire. <br />"
78142157254,208,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Soma Yukihira's old man runs a small family restaurant in the less savory end of town. Aiming to one day surpass his father's culinary prowess, Soma hones his skills day in and day out until one day, out of the blue, his father decides to enroll Soma in a classy culinary school! Can Soma really cut it in a place that prides itself on a 10% graduation rate? And can he convince the beautiful, domineering heiress to the school that he belongs there at all?!"
78142157255,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Soma Yukihira's old man runs a small family restaurant in the less savory end of town. Aiming to one day surpass his father's culinary prowess, Soma hones his skills day in and day out until one day, out of the blue, his father decides to enroll Soma in a classy culinary school! Can Soma really cut it in a place that prides itself on a 10 percent graduation rate? And can he convince the beautiful, domineering heiress of the school that he belongs there at all?! <br />"
78142157256,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Soma Yukihira's old man runs a small family restaurant in the less savory end of town. Aiming to one day surpass his father's culinary prowess, Soma hones his skills day in and day out until one day, out of the blue, his father decides to enroll Soma in a classy culinary school! Can Soma really cut it in a place that prides itself on a 10 percent graduation rate? And can he convince the beautiful, domineering heiress of the school that he belongs there at all?! <br />"
78142157344,208,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            As a child, Monkey D. Luffy dreamed of becoming King of the Pirates. But his life changed when he accidentally gained the power to stretch like rubber...at the cost of never being able to swim again! Years, later, Luffy sets off in search of the One Piece, said to be the greatest treasure in the world... <br />"
78142157601,550,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            When the alien Mimics invade, Keiji Kiriya is just one of many recruits shoved into a suit of battle armor called a Jacket and sent out to kill. Keiji dies on the battlefield, only to be reborn each morning to fight and die again and again. On his fifth iteration, he gets a message from a mysterious ally - the female soldier known as the Full Metal Bitch. Is she the key to Keiji's escape or his final death?"
78142157606,4936,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            The second premium box set of One Piece, one of the most beloved and bestselling manga series of all time! <br />"
78142157607,192,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            The students in Class 3-E of Kunugigaoka Junior High have a new teacher: an alien octopus with bizarre powers and unlimited strength, who's just destroyed the moon and is threatening to destroy the earth - unless they can kill him first!"
78142157608,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ever caught yourself screaming, 'I could just kill that teacher'? What would it take to justify such antisocial behavior and weeks of detention? Especially if he's the best teacher you've ever had? Giving you an F on a quiz? Mispronouncing your name during roll call...again? How about blowing up the moon and threatening to do the same to Mother Earth - unless you take him out first? Plus a reward of a cool 100 million from the Ministry of Defense? Okay, now that you're committed... How are you going to pull this off? What does your pathetic class of misfits have at their disposal to combat Teach's alien technology, bizarre powers and...tentacles?!"
78142157609,192,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ever caught yourself screaming, I could just kill that teacher? What would it take to justify such antisocial behavior and weeks of detention? Especially if he's the best teacher you've ever had? Giving you an F on a quiz? Mispronouncing your name during roll call...again? How about blowing up the moon and threatening to do the same to Mother Earth - unless you take him out first?! Plus a reward of a cool 100 million from the Ministry of Defense! Okay, now that you're committed... How are you going to pull this off? What does your pathetic class of misfits have at their disposal to combat Teach's alien technology, bizarre powers and...tentacles?!"
78142157610,192,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ever caught yourself screaming, &#034;I could just kill that teacher&#034;? What would it take to justify such antisocial behavior and weeks of detention? Especially if he's the best teacher you've ever had? Giving you an &#034;F&#034; on a quiz? Mispronouncing your name during roll call...again? How about blowing up the moon and threatening to do the same to Mother Earth - unless you take him out first?! Plus a reward of a cool 100 million from the Ministry of Defense! Okay, now that you're committed... How are you going to pull this off? What does your pathetic class of misfits have in their arsenal to combat Teach's alien technology, bizarre powers and...tentacles?!"
78142157611,192,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ever caught yourself screaming, &#034;I could just kill that teacher&#034;? What would it take to justify such antisocial behavior and weeks of detention? Especially if he's the best teacher you've ever had? Giving you an &#034;F&#034; on a quiz? Mispronouncing your name during roll call...again? How about blowing up the moon and threatening to do the same to Mother Earth - unless you take him out first?! Plus a reward of a cool 100 million from the Ministry of Defense! Okay, now that you're committed... How are you going to pull this off? What does your pathetic class of misfits have in their arsenal to combat Teach's alien technology, bizarre powers and...tentacles?!"
78142157612,192,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ever caught yourself screaming, &#034;I could just kill that teacher&#034;? What would it take to justify such antisocial behavior and weeks of detention? Especially if he's the best teacher you've ever had? Giving you an &#034;F&#034; on a quiz? Mispronouncing your name during roll call...again? How about blowing up the moon and threatening to do the same to Mother Earth - unless you take him out first?! Plus a reward of a cool 100 million from the Ministry of Defense! Okay, now that you're committed... How are you going to pull this off? What does your pathetic class of misfits have in their arsenal to combat Teach's alien technology, bizarre powers and...tentacles?!"
78142157613,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ever caught yourself screaming, &#034;I could just kill that teacher&#034;? What would it take to justify such antisocial behavior and weeks of detention? Especially if he's the best teacher you've ever had? Giving you an &#034;F&#034; on a quiz? Mispronouncing your name during roll call...again? How about blowing up the moon and threatening to do the same to Mother Earth - unless you take him out first?! Plus a reward of a cool 100 million from the Ministry of Defense! Okay, now that you're committed... How are you going to pull this off? What does your pathetic class of misfits have in their arsenal to combat Teach's alien technology, bizarre powers and...tentacles?!"
78142157683,208,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Join Monkey D. Luffy and his swashbuckling crew in their search for the ultimate treasure, One Piece!<br />"
78142157776,1576,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ruby's father Norman is the new Gym Leader of Petalburg City. But Ruby doesn't want to follow in his father's footsteps - he wants to win Pokemon Contests! Sapphire's father Professor Birch is the local Pokemon researcher. But Sapphire is tired of gathering scientific data - she wants to win Pokemon Battles! When Ruby and Sapphire meet, they're more likely to hit each other than hit it off. But then Sapphire challenges Ruby to a competition! Which of them will achieve their dreams in just eighty days?!"
78142157795,216,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States",                            A blood-spattered battle between diabolical sorcerers and the monsters they created.<br />
78142157796,216,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States",                            A blood-spattered battle between diabolical sorcerers and the monsters they created.<br />
78142157797,216,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States",                            A blood-spattered battle between diabolical sorcerers and the monsters they created.<br />
78142157879,256,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            The legendary Shonen Jump series, now available in English for the first time, in a deluxe edition featuring color pages and newly drawn cover art! JoJo's Bizarre Adventure is a groundbreaking manga famous for its outlandish characters, wild humor and frenetic battles. A multigenerational tale of the heroic Joestar family and their never-ending battle against evil! <br />"
78142157880,330,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            The legendary Shonen Jump series, now available in English for the first time, in a deluxe edition featuring color pages and newly drawn cover art! JoJo's Bizarre Adventure is a groundbreaking manga famous for its outlandish characters, wild humor and frenetic battles. A multigenerational tale of the heroic Joestar family and their never-ending battle against evil"
78142157881,352,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            The legendary Shonen Jump series, now available in English for the first time, in a deluxe edition featuring color pages and newly drawn cover art. JoJo's Bizarre Adventure is a groundbreaking manga famous for its outlandish characters, wild humor and frenetic battles. A multigenerational tale of the heroic Joestar family and their never-ending battle against evil! <br />"
78142157882,368,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            JoJo's Bizarre Adventure is a groundbreaking manga famous for its outlandish characters, wild humor and frenetic battles. A multigenerational tale of the heroic Joestar family and their never-ending battle against evil! <br />"
78142157883,368,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            JoJo's Bizarre Adventure is a groundbreaking manga famous for its outlandish characters, wild humor and frenetic battles. A multigenerational tale of the heroic Joestar family and their never-ending battle against evil! <br />"
78142157884,272,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            JoJo's Bizarre Adventure is a groundbreaking manga famous for its outlandish characters, wild humor and frenetic battles. A multigenerational tale of the heroic Joestar family and their never-ending battle against evil!"
78142157885,416,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            JoJo's Bizarre Adventure is a groundbreaking manga famous for its outlandish characters, wild humor and frenetic battles. A multigenerational tale of the heroic Joestar family and their never-ending battle against evil!"
78142157915,400,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Something is rotten in Okinawa... The floating smell of death hangs over the island. What is it? A strange, legged fish appears on the scene... So begins Tadashi and Kaori's spiral into the horror and stench of the sea. Here is the creepiest masterpiece of horror manga ever from the creator of Uzumaki, Junji Ito. Hold your breath until all is revealed."
78142157916,194,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            When Ritsu Onodera changes jobs, looking for a fresh start, he's not exactly thrilled when his new boss turns out to be his old flame. Ritsu's determined to leave all that in the past - but how can he when his boss is just as determined that they have a future? <br />"
78142157917,178,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            When Ritsu Onodera changes jobs, looking for a fresh start, he's not exactly thrilled when his new boss turns out to be his old flame. Ritsu's determined to leave all that in the past - but how can he when his boss is just as determined that they have a future? <br />"
78142158029,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            As a child, Monkey D. Luffy dreamed of becoming King of the Pirates. But his life changed when he accidentally gained the power to stretch like rubber...at the cost of never being able to swim again! Years, later, Luffy sets off in search of the One Piece, said to be the greatest treasure in the world... <br />"
78142158036,224,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ghouls live among us, the same as normal people in every way - except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. <br />"
78142158037,208,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ghouls live among us, the same as normal people in every way - except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. <br />"
78142158038,192,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ghouls live among us, the same as normal people in every way - except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. <br />"
78142158039,192,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ghouls live among us, the same as normal people in every way - except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. <br />"
78142158040,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ghouls live among us, the same as normal people in every way-except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. <br />"
78142158041,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ghouls live among us, the same as normal people in every way-except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. <br />"
78142158042,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ghouls live among us, the same as normal people in every way-except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers."
78142158043,216,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ghouls live among us, the same as normal people in every way-except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers."
78142158044,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ghouls live among us, the same as normal people in every way-except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers."
78142158045,216,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ghouls live among us, the same as normal people in every way - except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. While Kaneki and his friends tangle with the ghouls from the Aogiri Tree organization, the Commission of Counter Ghoul's ongoing investigations bring them dangerously close to discovering Kaneki's secret."
78142158046,216,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-Ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers.  Amid clashes between Ghouls and the Commission of Counter Ghoul investigators at Doctor Kano's underground facility, Kaneki finds himself locked in battle with Special Class Ghoul investigator Yukinori Shinohara. When the battle subsides, the CCG discovers shocking evidence that leads them closer to discovering the truth behind Kano's sinister plans."
78142158047,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-Ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. The 4th Ward falls under attack by Assistant Special Investigator Arima of the Commission of Counter Ghoul. Amon finds a connection between the CCG and an underground lab seemingly designed to research turning humans into Ghouls. And an old partnership that could spell trouble for the 20th Ward reforms."
78142158079,224,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            An old wooden mansion that turns on its inhabitants. A dissection class with a most unusual subject. A funeral where the dead are definitely not laid to rest. Ranging from the terrifying to the comedic, from the erotic to the loathsome, these stories showcase Junji Ito's long-awaited return to the world of horror."
78142158080,4168,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            The second Naruto Box Set and the start of the Shippuden part of the story. This set features volumes 28~48 at a substantial savings over buying them individually, along with an exclusive mini-comic containing the pilot story of the series and a full-colour, double-sided poster. <br />"
78142158260,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            As a child, Monkey D. Luffy dreamed of becoming King of the Pirates. But his life changed when he accidentally gained the power to stretch like rubber...at the cost of never being able to swim again! Years, later, Luffy sets off in search of the One Piece, said to be the greatest treasure in the world... <br />"
78142158269,192,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            What would the world be like if 80 percent of the population manifested superpowers called Quirks at age four? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless? <br />"
78142158270,208,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            What would the world be like if 80 percent of the population manifested superpowers called Quirks at age four? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless? <br />"
78142158280,192,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Ever caught yourself screaming, &#034;I could just kill that teacher&#034;? What would it take to justify such antisocial behavior and weeks of detention? Especially if he's the best teacher you've ever had? Giving you an &#034;F&#034; on a quiz? Mispronouncing your name during roll call...again? How about blowing up the moon and threatening to do the same to Mother Earth-unless you take him out first?! Plus a reward of a cool 100 million from the Ministry of Defense! Okay, now that you're committed... How are you going to pull this off? What does your pathetic class of misfits have in their arsenal to combat Teach's alien technology, bizarre powers and...tentacles?! The 3-E students head for the lair of the enemy to stop a deadly biological attack. But blocking their path are three master assassins: Smog, Grip and Gastro, who excel, respectively, in the use of poison, brute strength and guns. With their teacher Karasuma down, Karma and his friends face terrible odds. And even if they defeat their foes, how will they wrest the antidote from them? Worse, it turns out the mastermind behind the attack is someone they know..."
78142158284,208,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Naruto is a young shinobi with an incorrigible knack for mischief. He's got a wild sense of humor, but Naruto is completely serious about his mission to be the world's greatest ninja! <br />"
78142158391,264,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States",                            A blood-spattered battle between diabolical sorcerers and the monsters they created.<br />
78142158440,186,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            A new series of prose novels, straight from the worldwide Naruto franchise. Naruto's allies and enemies take center stage in these fast-paced adventures, which each volume focusing on a particular clanmate, ally, team...or villain. <br />"
78142158510,192,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            What would the world be like if 80 percent of the population manifested superpowers called &#034;Quirks&#034;? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless? <br />"
78142158511,192,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            What would the world be like if 80 percent of the population manifested superpowers called &#034;Quirks&#034;? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless?"
78142158514,232,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            As a child, Monkey D. Luffy dreamed of becoming King of the Pirates. But his life changed when he accidentally gained the power to stretch like rubber...at the cost of never being able to swim again! Years, later, Luffy sets off in search of the &#034;One Piece,&#034; said to be the greatest treasure in the world... <br />"
78142158527,216,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Nothing about Saitama passes the eyeball test when it comes to superheroes, from his lifeless expression to his bald head to his unimpressive physique. However, this average-looking guy has a not-so-average problem-he just can't seem to find an opponent strong enough to take on!"
78142158528,216,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Nothing about Saitama passes the eyeball test when it comes to superheroes, from his lifeless expression to his bald head to his unimpressive physique. However, this average-looking guy has a not-so-average problem-he just can't seem to find an opponent strong enough to take on! When aliens invade Earth, a group of Class-S heroes finally finds a way to fight back and go on the offensive. Inside the enemy mother ship, Saitama fights Boros. Faced with the alien's frightful power, he decides to get serious! What is the Earth's fate?!"
78142158564,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Nothing about Saitama passes the eyeball test when it comes to superheroes, from his lifeless expression to his bald head to his unimpressive physique. However, this average-looking guy has a not-so-average problem - he just can't seem to find an opponent strong enough to take on! Every time a promising villain appears, he beats the snot out of 'em with one punch! Can Saitama finally find an opponent who can go toe-to-toe with him and give his life some meaning? Or is he doomed to a life of superpowered boredom?"
78142158565,200,English,"Viz Media, Subs. of Shogakukan Inc","San Francisco, United States","                            Nothing about Saitama passes the eyeball test when it comes to superheroes, from his lifeless expression to his bald head to his unimpressive physique. However, this average-looking guy has a not-so-average problem - he just can't seem to find an opponent strong enough to take on! He's easily taken out a number of monsters, including a crabby creature, a malicious mosquito girl and a muscly meathead. But his humdrum life takes a drastic turn when he meets Genos - a cyborg who wants to uncover the secret behind his strength!"
